Date,AUD/USD,GBP/USD,CAD/USD,NLG/USD,FRF/USD,DEM/USD,JPY/USD,CHF/USD
2/7/96,1.327140013,0.650829808,1.3667,1.6555,5.076,1.4789,106.2,1.2088
2/8/96,1.320132013,0.65044881,1.3697,1.652,5.074,1.4757,106.9,1.2055
2/9/96,1.325381047,0.65282674,1.3725,1.6555,5.0785,1.479,107.1,1.2085
2/12/96,1.325732467,0.653253201,1.3728,1.6477,5.0635,1.4728,106.67,1.2015
2/13/1996,1.327668614,0.651890482,1.3722,1.6545,5.0845,1.4779,NA,1.207
2/14/1996,1.322926313,0.65057576,1.3789,1.643,5.058,1.4674,106.77,1.1981
2/15/1996,1.323626737,0.64998375,1.3792,1.6465,5.064,1.47,106.18,1.1995
2/16/1996,1.324503311,0.645702848,1.382,1.634,5.0285,1.46,105.35,1.1879
2/20/1996,1.323977228,0.647458725,1.3815,1.628,5.01,1.453,106.1,1.1845
2/21/1996,1.331557923,0.648298217,1.3788,1.6268,5.0115,1.4539,105.25,1.1867
2/22/1996,1.325381047,0.647878199,1.3757,1.625,5.0012,1.4506,104.95,1.1815
2/23/1996,1.322751323,0.648929267,1.3772,1.62,4.9655,1.445,104.73,1.1728
2/26/1996,1.322051824,0.649350649,1.3752,1.622,4.9785,1.4483,104.33,1.1785
2/27/1996,1.319087192,0.649434992,1.3745,1.625,4.984,1.4511,104.37,1.182
2/28/1996,1.309414692,0.652103032,1.3745,1.6409,5.021,1.4656,NA,1.1953
2/29/1996,1.308386759,0.652741514,1.3728,1.6458,5.0425,1.4703,105.12,1.199
3/1/96,1.312680494,0.654750213,1.371,1.6547,5.072,1.4785,105.7,1.2053
3/4/96,1.315443304,0.654278985,1.3716,1.6535,5.0615,1.4765,105.05,1.2022
3/5/96,1.315789474,0.654022237,1.3721,1.6528,5.055,1.4752,105.1,1.1998
3/6/96,1.311991603,0.654022237,1.3717,1.6523,5.056,1.4762,105.37,1.2009
3/7/96,1.31147541,0.653594771,1.3708,1.6563,5.066,1.4793,105.25,1.2018
3/8/96,1.302422506,0.656167979,1.3668,1.666,5.0915,1.4877,105.94,1.2062
3/11/96,1.302083333,0.656254102,1.367,1.658,5.071,1.4805,105.35,1.2016
3/12/96,1.298701299,0.657332545,1.3679,1.6545,5.059,1.4779,105.54,1.197
3/13/1996,1.292490629,0.65681445,1.368,1.6505,5.053,1.4748,NA,1.1915
3/14/1996,1.291989664,0.656555709,1.3678,1.6504,5.052,1.4742,105.48,1.19
3/15/1996,1.292991983,0.655737705,1.364,1.651,5.0525,1.4742,105.87,1.1892
3/18/1996,1.292991983,0.653594771,1.3596,1.6522,5.052,1.4765,106.02,1.1913
3/19/1996,1.291655903,0.652443401,1.3591,1.6515,5.0425,1.4757,106.26,1.1914
3/20/1996,1.290322581,0.650364204,1.3599,1.65,5.049,1.4733,106.44,1.191
3/21/1996,1.285347044,0.651041667,1.3613,1.6544,5.0673,1.4776,106.72,1.1953
3/22/1996,1.287166946,0.652145559,1.3622,1.6525,5.0675,1.4765,106.8,1.1945
3/25/1996,1.292824822,0.656598818,1.3627,1.6545,5.063,1.4787,106.19,1.1928
3/26/1996,1.294498382,0.656167979,1.3636,1.6522,5.051,1.4766,106.39,1.1923
3/27/1996,1.285512277,0.658718135,1.3635,1.663,5.0695,1.4868,NA,1.1993
3/28/1996,1.278608874,0.656211037,1.3635,1.6513,5.0375,1.476,106.34,1.1905
3/29/1996,1.279590531,0.65522212,1.3635,1.652,5.0365,1.4766,107,1.1897
4/1/96,1.275510204,0.655995802,1.3548,1.6582,5.053,1.4825,107.53,1.1948
4/2/96,1.27844541,0.655823715,1.3559,1.6569,5.051,1.4814,107.48,1.193
4/3/96,1.280409731,0.655307995,1.357,1.654,5.05,1.4795,106.94,1.1946
4/4/96,1.280409731,0.653808434,1.3579,1.6532,5.036,1.4807,107.09,1.1937
4/5/96,1.275835672,0.654150585,1.3569,1.657,5.059,1.4843,107.67,1.197
4/8/96,1.277139208,0.653167864,1.3582,1.6495,5.035,1.4772,107.42,1.192
4/9/96,1.272102786,0.656038837,1.3588,1.6659,5.079,1.4927,108.18,1.2058
4/10/96,1.268552582,0.661594443,1.3573,1.677,5.1,1.5007,NA,1.2178
4/11/96,1.26630366,0.661157025,1.3566,1.6797,5.106,1.503,108.52,1.2115
4/12/96,1.265822785,0.661244462,1.3565,1.6809,5.1105,1.504,108.67,1.2262
4/15/1996,1.265502404,0.662910176,1.3563,1.6873,5.1255,1.5105,108.36,1.2306
4/16/1996,1.26984127,0.663525977,1.3575,1.688,5.131,1.5109,108.28,1.2315
4/17/1996,1.273560876,0.663570007,1.3565,1.6835,5.1185,1.5065,108.27,1.226
4/18/1996,1.279590531,0.662251656,1.3615,1.6865,5.1125,1.5077,107.1,1.2225
4/19/1996,1.279590531,0.6592827,1.3619,1.6863,5.109,1.507,107.1,1.2225
4/22/1996,1.271455817,0.661725781,1.3624,1.6955,5.13,1.5158,106.7,1.2275
4/23/1996,1.2667849,0.659587098,1.3623,1.699,5.132,1.5194,106.59,1.2295
4/24/1996,1.274697259,0.660589246,1.362,1.7028,5.139,1.5219,NA,1.2326
4/25/1996,1.268230818,0.661069611,1.3645,1.7117,5.1635,1.5293,106.47,1.2359
4/26/1996,1.268552582,0.662120109,1.363,1.7107,5.1592,1.5285,105.54,1.236
4/29/1996,1.270648031,0.662514907,1.3628,1.704,5.1415,1.523,104.52,1.2332
4/30/1996,1.273236567,0.664451827,1.3615,1.714,5.1665,1.5302,104.63,1.2415
5/1/96,1.266464032,0.668985818,1.3626,1.717,5.1785,1.5345,105.08,1.2497
5/2/96,1.257703434,0.665335995,1.3625,1.7125,5.1665,1.5298,104.49,1.2445
5/3/96,1.257071025,0.664805212,1.3631,1.706,5.162,1.5267,104.83,1.242
5/6/96,1.256597135,0.663481953,1.3658,1.7041,5.158,1.5267,104.93,1.2455
5/7/96,1.25250501,0.661157025,1.3665,1.7003,5.146,1.5217,104.97,1.2402
5/8/96,1.249219238,0.657246139,1.3682,1.6942,5.127,1.5162,NA,1.2334
5/9/96,1.252661907,0.657030223,1.368,1.6952,5.142,1.5165,104.8,1.2355
5/10/96,1.24595066,0.656900742,1.3666,1.7067,5.17,1.5275,105.5,1.2476
5/13/1996,1.248127808,0.660283922,1.3686,1.7128,5.184,1.5323,104.96,1.2492
5/14/1996,1.247349383,0.660109578,1.3692,1.7158,5.1955,1.535,105.8,1.2511
5/15/1996,1.248907206,0.660938533,1.3685,1.7138,5.191,1.5324,106.85,1.2533
5/16/1996,1.247660636,0.660807507,1.368,1.717,5.197,1.5348,106.67,1.258
5/17/1996,1.25,0.660066007,1.37,1.708,5.1775,1.5279,106.53,1.2546
5/20/1996,1.258653241,0.660938533,1.3737,1.7145,5.1935,1.5343,107.14,1.2625
5/21/1996,1.26135217,0.661594443,1.3725,1.723,5.219,1.5415,107,1.2673
5/22/1996,1.258970162,0.662120109,1.3726,1.7225,5.215,1.5395,NA,1.266
5/23/1996,1.260239445,0.660763843,1.3753,1.723,5.216,1.5405,106.78,1.2637
5/24/1996,1.263583523,0.661813369,1.3746,1.7264,5.223,1.544,107.9,1.267
5/28/1996,1.258653241,0.661069611,1.3765,1.7315,5.236,1.5477,108.7,1.274
5/29/1996,1.252661907,0.657418973,1.3718,1.7283,5.23,1.5445,108.77,1.271
5/30/1996,1.256755058,0.651678071,1.3685,1.715,5.1875,1.5325,107.65,1.2586
5/31/1996,1.253132832,0.645369474,1.3704,1.7085,5.167,1.5265,107.99,1.251
6/3/96,1.248439451,0.644537544,1.3692,1.712,5.1775,1.5285,108.37,1.2515
6/4/96,1.251564456,0.645786245,1.3691,1.7157,5.188,1.5327,109.2,1.2582
6/5/96,1.261034048,0.646245315,1.366,1.713,5.188,1.5313,108.84,1.2574
6/6/96,1.273074475,0.64913989,1.3646,1.7148,5.192,1.5325,NA,1.261
6/7/96,1.263583523,0.648929267,1.3669,1.7172,5.199,1.5344,109.23,1.2668
6/10/96,1.260239445,0.652656311,1.364,1.7182,5.1975,1.5343,109.07,1.2663
6/11/96,1.262785705,0.651253663,1.3656,1.721,5.2075,1.5369,109.5,1.2679
6/12/96,1.265022138,0.651678071,1.3668,1.7196,5.206,1.5356,109.47,1.2644
6/13/1996,1.262626263,0.652741514,1.369,1.7179,5.202,1.5332,108.85,1.259
6/14/1996,1.26246686,0.651126449,1.3665,1.7074,5.1715,1.5247,108.87,1.253
6/17/1996,1.262626263,0.647249191,1.3664,1.6995,5.149,1.5168,108.85,1.2485
6/18/1996,1.26710593,0.647878199,1.369,1.6982,5.1455,1.5158,108.04,1.2491
6/19/1996,1.269680041,0.647962159,1.3682,1.705,5.161,1.5213,108.05,1.2535
6/20/1996,1.268230818,0.648592554,1.3676,1.7075,5.164,1.5229,NA,1.2541
6/21/1996,1.265022138,0.650068257,1.3655,1.7173,5.1925,1.5319,109.1,1.2637
6/24/1996,1.265342275,0.649350649,1.3618,1.7153,5.189,1.5304,108.94,1.2618
6/25/1996,1.26486213,0.64913989,1.36,1.7155,5.186,1.5299,109.03,1.2615
6/26/1996,1.264062698,0.648760867,1.3613,1.713,5.1662,1.5277,109.5,1.259
6/27/1996,1.267427123,0.646746863,1.3628,1.7065,5.1485,1.5223,109.45,1.2515
6/28/1996,1.272912424,0.643956469,1.3657,1.706,5.144,1.521,109.48,1.2505
7/1/96,1.270325203,0.643293664,1.3635,1.709,5.153,1.524,109.56,1.2495
7/2/96,1.277628721,0.641724957,1.3637,1.711,5.159,1.5255,110.1,1.2513
7/3/96,1.279918085,0.641560275,1.361,1.707,5.1485,1.5227,110.31,1.253
7/5/96,1.256281407,0.644246875,1.3683,1.717,5.1745,1.532,NA,1.266
7/8/96,1.260398286,0.643915003,1.3711,1.7155,5.1745,1.5288,110.94,1.2635
7/9/96,1.262307498,0.645369474,1.3695,1.7108,5.16,1.5245,110.28,1.2612
7/10/96,1.253918495,0.64499484,1.369,1.7125,5.1647,1.526,110.18,1.2645
7/11/96,1.252818842,0.642880103,1.3704,1.708,5.1465,1.521,110.18,1.257
7/12/96,1.254233037,0.644122383,1.3695,1.7083,5.1515,1.5215,110.69,1.258
7/15/1996,1.258178158,0.64516129,1.3695,1.7065,5.1505,1.5202,110.45,1.2559
7/16/1996,1.263902932,0.641642605,1.3717,1.673,5.046,1.4895,109.15,1.2207
7/17/1996,1.26984127,0.648004147,1.3726,1.6664,5.029,1.4848,108.62,1.2115
7/18/1996,1.262626263,0.646036566,1.3678,1.6673,5.037,1.4855,107.93,1.2145
7/19/1996,1.26486213,0.646579594,1.3674,1.67,5.042,1.4892,NA,1.2165
7/22/1996,1.263104711,0.644662197,1.3676,1.665,5.019,1.4835,107.5,1.2075
7/23/1996,1.264062698,0.644537544,1.3715,1.6725,5.0435,1.49,108.09,1.213
7/24/1996,1.263902932,0.644122383,1.372,1.673,5.051,1.49,108.29,1.2138
7/25/1996,1.269035533,0.642178269,1.3726,1.6618,5.016,1.4799,108.38,1.208
7/26/1996,1.270163851,0.643293664,1.3746,1.6655,5.034,1.4833,108.33,1.211
7/29/1996,1.270486596,0.642260758,1.3724,1.663,5.0205,1.4804,109.2,1.2073
7/30/1996,1.277955272,0.642756138,1.3737,1.6618,5.0205,1.4792,108.08,1.2035
7/31/1996,1.292824822,0.642838776,1.3747,1.6523,4.997,1.4725,106.77,1.1978
8/1/96,1.29516902,0.642178269,1.3715,1.6534,5.003,1.4735,106.75,1.2008
8/2/96,1.293661061,0.648592554,1.3755,1.6583,5.021,1.4782,NA,1.204
8/5/96,1.293828438,0.64758451,1.3757,1.6645,5.041,1.4832,106.64,1.203
8/6/96,1.288992008,0.650406504,1.3745,1.6645,5.0525,1.483,106.92,1.2049
8/7/96,1.286670098,0.648592554,1.3722,1.668,5.0646,1.4852,107.95,1.2095
8/8/96,1.285016705,0.645286184,1.3723,1.665,5.058,1.4838,108.14,1.2103
8/9/96,1.284521516,0.645577792,1.3723,1.6599,5.0582,1.4785,108.12,1.205
8/12/96,1.28600823,0.644953241,1.3715,1.657,5.0585,1.477,107.72,1.201
8/13/1996,1.283367556,0.645202916,1.3748,1.6572,5.0585,1.4763,107.59,1.1993
8/14/1996,1.283697048,0.645869664,1.3745,1.6685,5.082,1.487,107.94,1.208
8/15/1996,1.277628721,0.64499484,1.3775,1.6669,5.08,1.4856,108.01,1.2057
8/16/1996,1.275998469,0.646495992,1.3741,1.675,5.103,1.4938,NA,1.2112
8/19/1996,1.265822785,0.647500648,1.3735,1.6687,5.0905,1.487,107.87,1.2066
8/20/1996,1.271940982,0.646287081,1.3735,1.67,5.0832,1.4887,108.3,1.2077
8/21/1996,1.266143327,0.645286184,1.374,1.6634,5.074,1.4832,108.34,1.2004
8/22/1996,1.264222503,0.644828476,1.3718,1.6723,5.0845,1.4913,108.23,1.2071
8/23/1996,1.265342275,0.643915003,1.37,1.6668,5.0695,1.4848,108.4,1.2
8/26/1996,1.265022138,0.642962772,1.3709,1.659,5.0542,1.4796,107.7,1.1935
8/27/1996,1.270971022,0.643915003,1.3676,1.6583,5.063,1.479,107.78,1.1937
8/28/1996,1.265022138,0.64131341,1.3665,1.6555,5.0565,1.4764,108.44,1.1928
8/29/1996,1.264222503,0.642549637,1.3666,1.6605,5.0793,1.4815,108.5,1.1985
8/30/1996,1.264222503,0.640532923,1.3685,1.6597,5.0645,1.4801,NA,1.2009
9/3/96,1.262626263,0.638121371,1.3698,1.6633,5.08,1.4844,109.28,1.208
9/4/96,1.26246686,0.638162093,1.3699,1.6632,5.083,1.4826,108.85,1.206
9/5/96,1.259128683,0.638284292,1.3703,1.665,5.0865,1.4847,109.09,1.2072
9/6/96,1.253918495,0.64073813,1.3737,1.6712,5.098,1.4915,109.37,1.2165
9/9/96,1.248127808,0.64176614,1.373,1.6755,5.096,1.4943,109.19,1.2185
9/10/96,1.251407834,0.64230201,1.371,1.6908,5.152,1.5084,109.84,1.2331
9/11/96,1.249375312,0.643086817,1.3718,1.6901,5.148,1.509,110.25,1.2326
9/12/96,1.256281407,0.643583473,1.371,1.6972,5.169,1.5147,110.3,1.2395
9/13/1996,1.261511291,0.643335049,1.3703,1.6948,5.1555,1.5123,110.44,1.2413
9/16/1996,1.270648031,0.6424258,1.3705,1.6925,5.141,1.5107,NA,1.2394
9/17/1996,1.265822785,0.643293664,1.3711,1.6975,5.147,1.5155,110.39,1.245
9/18/1996,1.268069997,0.640943469,1.3716,1.693,5.1425,1.5097,109.21,1.2423
9/19/1996,1.266624446,0.644537544,1.3713,1.6975,5.155,1.5146,109.38,1.244
9/20/1996,1.265342275,0.642880103,1.368,1.698,5.131,1.5147,109.87,1.2395
9/23/1996,1.262945188,0.642343268,1.3665,1.6945,5.12,1.5113,109.86,1.2341
9/24/1996,1.26984127,0.641848524,1.3679,1.6984,5.121,1.5135,109.82,1.2378
9/25/1996,1.26486213,0.639672488,1.367,1.696,5.1188,1.5124,110.38,1.2359
9/26/1996,1.261034048,0.640491898,1.3678,1.708,5.1467,1.5233,110.45,1.2535
9/27/1996,1.264062698,0.639795266,1.3632,1.711,5.1555,1.5248,110.85,1.2565
9/30/1996,1.263902932,0.638855172,1.362,1.7125,5.167,1.527,NA,1.2555
10/1/96,1.263423879,0.639386189,1.3624,1.7125,5.1705,1.5263,111.37,1.2545
10/2/96,1.257861635,0.637551801,1.362,1.7142,5.171,1.5279,111.66,1.2545
10/3/96,1.265822785,0.63852883,1.3609,1.7171,5.1755,1.5287,111.48,1.2538
10/4/96,1.266624446,0.64008193,1.3553,1.7178,5.181,1.5302,111.63,1.2566
10/7/96,1.271132579,0.639590662,1.3538,1.7178,5.1735,1.5311,111.27,1.2562
10/8/96,1.267427123,0.639754334,1.3549,1.7143,5.1595,1.5272,111.31,1.2508
10/9/96,1.2667849,0.639304437,1.3548,1.7155,5.1665,1.5286,111.47,1.2537
10/10/96,1.265822785,0.638936809,1.3516,1.716,5.173,1.5299,111.28,1.252
10/11/96,1.265022138,0.634719137,1.3526,1.7172,5.1823,1.531,111.66,1.2547
10/15/1996,1.264702163,0.631991405,1.3539,1.7289,5.2075,1.5404,NA,1.268
10/16/1996,1.263583523,0.631512472,1.3555,1.726,5.2025,1.538,112.14,1.2658
10/17/1996,1.262626263,0.630397781,1.3522,1.7322,5.219,1.5435,112.22,1.2695
10/18/1996,1.255965838,0.628812174,1.3493,1.7308,5.21,1.5417,112.54,1.2717
10/21/1996,1.255177608,0.628298567,1.3475,1.7231,5.192,1.5357,112.76,1.264
10/22/1996,1.256755058,0.626841346,1.3448,1.7215,5.187,1.5345,112.86,1.2648
10/23/1996,1.258653241,0.626252505,1.3439,1.708,5.146,1.5227,112.97,1.2546
10/24/1996,1.261511291,0.628219626,1.3457,1.706,5.14,1.5217,112.85,1.2565
10/25/1996,1.262945188,0.622587474,1.3445,1.7061,5.1325,1.5201,113.33,1.26
10/28/1996,1.265182186,0.620270438,1.3448,1.7035,5.129,1.5178,114.12,1.2585
10/29/1996,1.264382349,0.621156594,1.3454,1.692,5.1065,1.509,NA,1.2545
10/30/1996,1.262945188,0.612519907,1.3417,1.693,5.099,1.5098,113.97,1.253
10/31/1996,1.261034048,0.614326084,1.3409,1.697,5.111,1.5141,113.79,1.2623
11/1/96,1.26710593,0.611321677,1.3348,1.6985,5.118,1.515,113.28,1.27
11/4/96,1.270971022,0.60845756,1.3359,1.6979,5.121,1.5144,113.97,1.2718
11/5/96,1.270648031,0.607902736,1.333,1.7035,5.136,1.5206,114.22,1.2778
11/6/96,1.26246686,0.609756098,1.331,1.7026,5.129,1.5182,113.98,1.2784
11/7/96,1.277139208,0.606980273,1.3322,1.696,5.0975,1.5072,111.54,1.267
11/8/96,1.268230818,0.607164542,1.332,1.6883,5.0915,1.5055,111.63,1.266
11/12/96,1.2667849,0.607164542,1.3352,1.6838,5.0775,1.5011,111.5,1.2635
11/13/1996,1.269680041,0.604229607,1.3337,1.6885,5.0885,1.5053,NA,1.2684
11/14/1996,1.265022138,0.600492404,1.3343,1.694,5.101,1.5096,111.29,1.2745
11/15/1996,1.265822785,0.600744924,1.3368,1.6923,5.0995,1.5085,111.3,1.2792
11/18/1996,1.263264275,0.598802395,1.3419,1.6839,5.077,1.5007,111.31,1.2673
11/19/1996,1.259445844,0.596658711,1.3426,1.6873,5.0898,1.5043,111.55,1.2705
11/20/1996,1.250781739,0.595947557,1.342,1.678,5.0635,1.4963,111.25,1.2653
11/21/1996,1.233045623,0.592171493,1.3393,1.6813,5.0815,1.4983,111.42,1.2667
11/22/1996,1.231527094,0.595238095,1.3393,1.6885,5.0998,1.5045,111.41,1.2695
11/25/1996,1.232134056,0.598981731,1.3413,1.7067,5.152,1.5224,112.69,1.2865
11/26/1996,1.232589671,0.597728631,1.3423,1.71,5.172,1.5252,112.66,1.2905
11/27/1996,1.232893601,0.596658711,1.3466,1.715,5.1772,1.5285,NA,1.2924
11/29/1996,1.22895416,0.594530321,1.3489,1.725,5.2235,1.5377,113.88,1.3033
12/2/96,1.222493888,0.593824228,1.3515,1.733,5.2368,1.5438,113.8,1.314
12/3/96,1.254705144,0.609013398,1.3486,1.756,5.285,1.5655,113.59,1.3285
12/4/96,1.253132832,0.610239824,1.3525,1.7529,5.2795,1.5626,113.13,1.323
12/5/96,1.253132832,0.614703713,1.3585,1.741,5.2435,1.5525,112.35,1.3138
12/6/96,1.256123603,0.609198903,1.3595,1.735,5.224,1.5469,112.84,1.3155
12/9/96,1.245174947,0.606980273,1.3555,1.747,5.26,1.5573,113.27,1.3268
12/10/96,1.247193814,0.605877007,1.3569,1.744,5.255,1.5538,113.28,1.3275
12/11/96,1.262626263,0.603136309,1.3625,1.727,5.2085,1.5488,112.9,1.3105
12/12/96,1.261829653,0.603500302,1.3569,1.7305,5.2207,1.5441,NA,1.314
12/13/1996,1.263423879,0.602300789,1.3625,1.7348,5.2155,1.5458,113.8,1.3167
12/16/1996,1.261034048,0.601612321,1.3662,1.7421,5.2385,1.5528,114.24,1.327
12/17/1996,1.256439251,0.598086124,1.3665,1.7344,5.22,1.5456,113.63,1.321
12/18/1996,1.265022138,0.598014592,1.3671,1.7443,5.2515,1.5539,113.65,1.3322
12/19/1996,1.259445844,0.605143722,1.3685,1.7456,5.268,1.5565,114,1.337
12/20/1996,1.258970162,0.599880024,1.3675,1.7497,5.2365,1.5506,114.25,1.3325
12/23/1996,1.254705144,0.598265031,1.3675,1.7459,5.252,1.5565,114.12,1.3375
12/24/1996,1.256281407,0.598265031,1.3657,1.7458,5.252,1.556,114.5,1.345
12/26/1996,1.257861635,0.597871577,1.3637,1.7495,5.255,1.557,114.92,1.3453
12/27/1996,1.257861635,0.591121357,1.3697,1.7467,5.25,1.556,NA,1.3503
12/30/1996,1.256755058,0.591436007,1.3683,1.7487,5.2521,1.5577,115.88,1.3515
12/31/1996,1.258811682,0.584009811,1.3697,1.7271,5.1928,1.5387,115.77,1.339
1/2/97,1.266624446,0.592768228,1.3736,1.73,5.1932,1.5413,115.49,1.343
1/3/97,1.263583523,0.591715976,1.3742,1.7532,5.277,1.5629,116.33,1.3587
1/6/97,1.268713524,0.59347181,1.3686,1.7589,5.2918,1.5672,115.8,1.3581
1/7/97,1.267266506,0.589970501,1.357,1.7543,5.2805,1.5632,115.34,1.354
1/8/97,1.282709082,0.592733092,1.3533,1.7695,5.3255,1.5765,115.86,1.365
1/9/97,1.285347044,0.590144585,1.3522,1.7707,5.3232,1.5779,116.19,1.3683
1/10/97,1.279099514,0.594742477,1.348,1.78,5.3505,1.5856,116.1,1.3768
1/13/1997,1.2848516,0.598336624,1.349,1.7863,5.37,1.591,NA,1.379
1/14/1997,1.280409731,0.598981731,1.3505,1.7937,5.3842,1.5945,116.9,1.3765
1/15/1997,1.287498391,0.595770033,1.3421,1.788,5.3715,1.5916,117.24,1.3738
1/16/1997,1.283532281,0.596587519,1.3392,1.7922,5.3832,1.5954,116.54,1.3772
1/17/1997,1.282051282,0.602337068,1.3399,1.8128,5.4385,1.6122,117.11,1.3945
1/21/1997,1.286339079,0.601250601,1.3385,1.8255,5.4821,1.624,117.8,1.4145
1/22/1997,1.289324394,0.604814322,1.3357,1.8405,5.532,1.637,118.92,1.4273
1/23/1997,1.296008294,0.61406202,1.3417,1.8427,5.5319,1.6406,119.65,1.423
1/24/1997,1.295336788,0.614137444,1.3486,1.8302,5.4985,1.63,119.06,1.4081
1/27/1997,1.295001295,0.615763547,1.3443,1.8455,5.5365,1.6424,119.45,1.4226
1/28/1997,1.300390117,0.619003405,1.3407,1.8511,5.551,1.6485,NA,1.4291
1/29/1997,1.298701299,0.617017338,1.3455,1.8442,5.533,1.6427,121.98,1.4255
1/30/1997,1.305994515,0.617932398,1.3482,1.8393,5.5265,1.6375,121.55,1.4226
1/31/1997,1.31147541,0.624531601,1.3474,1.8398,5.5235,1.6362,121.25,1.419
2/3/97,1.303780965,0.619770685,1.3434,1.8455,5.556,1.6399,121.68,1.4205
2/4/97,1.31061599,0.617017338,1.3431,1.8462,5.556,1.644,122.34,1.426
2/5/97,1.313542624,0.610500611,1.343,1.8503,5.5645,1.6483,123.59,1.4285
2/6/97,1.307531381,0.611433812,1.3484,1.8542,5.575,1.6517,123.82,1.4255
2/7/97,1.313887794,0.616218881,1.3493,1.8803,5.6483,1.6748,124.54,1.4448
2/10/97,1.320655045,0.610128127,1.3518,1.8592,5.5915,1.6563,122.74,1.4265
2/11/97,1.318739285,0.608272506,1.3558,1.878,5.6415,1.6731,NA,1.4345
2/12/97,1.317523057,0.612070021,1.3557,1.8914,5.687,1.6858,124.02,1.4483
2/13/1997,1.302761855,0.616142945,1.3531,1.8918,5.695,1.6869,124.35,1.4531
2/14/1997,1.306335728,0.617017338,1.3502,1.893,5.6905,1.6859,124.06,1.4632
2/18/1997,1.30667712,0.624141805,1.3575,1.893,5.6915,1.6885,123.92,1.4705
2/19/1997,1.304971943,0.619655472,1.359,1.9061,5.737,1.6967,124.3,1.4887
2/20/1997,1.298364061,0.620848078,1.3597,1.894,5.692,1.6863,122.83,1.4767
2/21/1997,1.287001287,0.619003405,1.3625,1.8985,5.703,1.6886,123.28,1.4725
2/24/1997,1.287001287,0.612257393,1.3623,1.88,5.6495,1.673,122.18,1.4556
2/25/1997,1.287332647,0.612632482,1.3612,1.8858,5.658,1.6772,121.93,1.4642
2/26/1997,1.291655903,0.612369871,1.366,1.8985,5.6921,1.6873,NA,1.4773
2/27/1997,1.285677552,0.614817092,1.3671,1.8995,5.6973,1.6885,120.8,1.478
2/28/1997,1.287830006,0.613986615,1.367,1.898,5.693,1.6872,120.83,1.4735
3/3/97,1.271779219,0.618238022,1.3675,1.9085,5.7285,1.6967,121.15,1.477
3/4/97,1.2667849,0.619003405,1.37,1.9275,5.779,1.7134,121.95,1.4872
3/5/97,1.275347532,0.620462865,1.3683,1.9268,5.7795,1.7128,121.5,1.4812
3/6/97,1.270163851,0.619924369,1.3649,1.9328,5.7885,1.7172,121.28,1.486
3/7/97,1.269035533,0.623752495,1.368,1.9363,5.7905,1.719,121.88,1.4852
3/10/97,1.26984127,0.624804749,1.371,1.9172,5.7475,1.7031,121.7,1.4732
3/11/97,1.261511291,0.622742558,1.3667,1.9175,5.7445,1.7036,121.77,1.4726
3/12/97,1.259445844,0.627667587,1.364,1.915,5.7415,1.702,NA,1.4656
3/13/1997,1.262148176,0.626370185,1.3633,1.9201,5.7599,1.7055,123.24,1.4642
